author,text,likes,time,text_clean,sentiment
@coreiokoc7449,"disitu periuk nasi banyak pihak, bukan hanya sipil. kalau hanya sipil walau setingkat gubernur. masih mudah diselesaikan.",1,2 bulan yang lalu,disitu periuk nasi banyak pihak  bukan hanya sipil  kalau hanya sipil walau setingkat gubernur  masih mudah diselesaikan,Negative
@Paskovich-Tyronyst,"Akses transportasi dan segala macam tetek bengek sangat terbatas di Pulau Sumatra bagian Barat. Dari ujung Lampung sampai ujung Aceh, rata. Yang sedikit bagus hanyalah dari Bengkulu - Pariaman. Sisanya ah sudahlah. Tidak ada yg akan pulih sanak, karena selama ini daerah tersebut sakit2an, terpinggirkan dari pembangunan, terlupakan oleh penguasa.",1,2 bulan yang lalu,akses transportasi dan segala macam tetek bengek sangat terbatas di pulau sumatra bagian barat  dari ujung lampung sampai ujung aceh  rata  yang sedikit bagus hanyalah dari bengkulu   pariaman  sisanya ah sudahlah  tidak ada yg akan pulih sanak  karena selama ini daerah tersebut sakit an  terpinggirkan dari pembangunan  terlupakan oleh penguasa,Positive
@Yana-ph6ln,Woy pulih gmna itu bencana nasional tau harus bertahap besar dampak nya gk mikir lho,1,2 bulan yang lalu,woy pulih gmna itu bencana nasional tau harus bertahap besar dampak nya gk mikir lho,Positive
@HalimahTusSyahdiyah-h5l5o,"​ @Yana-ph6ln sabar kak sabar,semoga segera ditetapkan gedek juga kalo disepelekan 😭😭😭😭",1,2 bulan yang lalu,ph ln sabar kak sabar semoga segera ditetapkan gedek juga kalo disepelekan,Neutral
@MisyadiZ,"Gue setuju bahwa ini bukan bencana nasional

Langit menurunkan hujan, itu berkah.
Bumi menggeliat, itu fitrah.
Tapi ketika rumah kami tenggelam,
Ketika jembatan kami runtuh,
Jangan kau tunjuk langit sebagai tersangka!
Lihatlah gorong-gorong yang kau biarkan dangkal.
Lihatlah hutan beton yang kau izinkan menjulang.
Lihatlah bukit yang kau biarkan gundul demi tambang.
Ini bukan bencana nasional.
Ini adalah akumulasi tanda tangan pejabat yang abai.
Ini adalah monumen kelalaian penguasa daerah.
Kami tidak butuh status darurat, kami butuh pertanggungjawaban!",1,2 bulan yang lalu,"gue setuju bahwa ini bukan bencana nasional

langit menurunkan hujan  itu berkah 
bumi menggeliat  itu fitrah 
tapi ketika rumah kami tenggelam 
ketika jembatan kami runtuh 
jangan kau tunjuk langit sebagai tersangka 
lihatlah gorong gorong yang kau biarkan dangkal 
lihatlah hutan beton yang kau izinkan menjulang 
lihatlah bukit yang kau biarkan gundul demi tambang 
ini bukan bencana nasional 
ini adalah akumulasi tanda tangan pejabat yang abai 
ini adalah monumen kelalaian penguasa daerah 
kami tidak butuh status darurat  kami butuh pertanggungjawaban",Negative
@indonesia20734,Mending lu jadi gubernur sumatra aja bang biar adil😂😂😂😂,1,2 bulan yang lalu,mending lu jadi gubernur sumatra aja bang biar adil,Neutral
@iskandarachmad3736,Sedih bang liat segitu banyaknya kayu²yang di tebang 😢,1,2 bulan yang lalu,sedih bang liat segitu banyaknya kayu yang di tebang,Negative
@B-man00987,"sekedar ralat buat lu fer: siklon penyebab musibah di aceh sumut sumbar itu siklon senyar (95B) bukan siklon koto (27). jadi koto gak ada hubungannya dgn ind krn di posisinya jauh di timur laut vietnam. dan curah hujan tertinggi ada di tapanuli tenga dengan 311 milimeter, bukan 800 milimeter seperti yg elu sampaikan. tolong data sumber lu hrs direvisi, biar valid.  thx. 

- pos ronda kemayoran -",1,2 bulan yang lalu,"sekedar ralat buat lu fer  siklon penyebab musibah di aceh sumut sumbar itu siklon senyar    b  bukan siklon koto       jadi koto gak ada hubungannya dgn ind krn di posisinya jauh di timur laut vietnam  dan curah hujan tertinggi ada di tapanuli tenga dengan     milimeter  bukan     milimeter seperti yg elu sampaikan  tolong data sumber lu hrs direvisi  biar valid   thx  

  pos ronda kemayoran",Negative
@elgiverdianabdillah376,Terima kasih sudah sangat mewakilkan bg Ferry. 🫡,1,2 bulan yang lalu,terima kasih sudah sangat mewakilkan bg ferry,Positive
@raka-u3q5v,"Admin s cara halus memprovokasi..mengambil kesempatan  untuk konten...anda hanya duduk manis disitu..tidak kotor""an...
Secara halus .. menyuarajan ketidak Adilan.
Di pulau Jawa pun juga sering bencana... gunung meletus...banjir ...longsor ..gempa bumi...tidak di perlakukan istimewa juga..tapi tidak menyuarakan ketidak Adilan..karena bencana juga ..ada tangan manusianya juga yg menjadi penyebab.
Saya sebagai orang Jawa barat..SAMA SEKALI TIDAK MERASA DI ISTIMEWAKAN...SEJAK UMUR 8 TAHUN YATIM PIATU HIDUP DG KK PETEMPUAN  UMUR 13 THN SAAT ITU..KAMI BERJUANG...DARI SD DAMPAI SMU SAYA KESEKOLAH JUALAN KERIPIK..😢....BISA KULIAH KARWNA PROGRAM BIDIK MISI YG ADA DI SELURUH INDONESIA...SEKARANG BISA BEKERJA DI BELANDA..DAN SAMBIL LANJUTKAN KULIAH S2  KARWNA BEASISWA...TIDAK ADA KEISTIMEWAAN APAPUN DARI PEMERINTAH...SAAT GEMPA DI  CIANJUR KAMPUNG  SAYA SEKALIPUN.
SAYA NENULUS SEPERTI INI..KEPADA ANDA...KARENA ULASAN ANDA ..DI JILAT M KOMENYA BANYAK YANG MENGIRA KAMI YANG TINGGAL DI PULAU JAWA DI ISTIMEWAKAN.
INGAT GEMPA VIANJUR KAMPUNG SAYA..RUSAK PARAH...
KAMI SANGAT  PRIHATIN DENGAN BENCANA DI SUMATRA... EMUA ORANG INDONESIA ..TURUT BERDUKA.
TAPI SEMAKIN BANYAK KE NTEN KREATOR YG MEMANFAATKAN  KONDISI INI UNTUK KONTEN D NGAN NARASI YG HAMPIR SAMA.
SEMOGA DALAM SITUASI INI HARUSNYA SAMA"" MENDUKUNG...JANGAN MEMBUAT NARASI INI ITU...",1,2 bulan yang lalu,"admin s cara halus memprovokasi  mengambil kesempatan  untuk konten   anda hanya duduk manis disitu  tidak kotor an   
secara halus    menyuarajan ketidak adilan 
di pulau jawa pun juga sering bencana    gunung meletus   banjir    longsor   gempa bumi   tidak di perlakukan istimewa juga  tapi tidak menyuarakan ketidak adilan  karena bencana juga   ada tangan manusianya juga yg menjadi penyebab 
saya sebagai orang jawa barat  sama sekali tidak merasa di istimewakan   sejak umur   tahun yatim piatu hidup dg kk petempuan  umur    thn saat itu  kami berjuang   dari sd dampai smu saya kesekolah jualan keripik       bisa kuliah karwna program bidik misi yg ada di seluruh indonesia   sekarang bisa bekerja di belanda  dan sambil lanjutkan kuliah s   karwna beasiswa   tidak ada keistimewaan apapun dari pemerintah   saat gempa di  cianjur kampung  saya sekalipun 
saya nenulus seperti ini  kepada anda   karena ulasan anda   di jilat m komenya banyak yang mengira kami yang tinggal di pulau jawa di istimewakan 
ingat gempa vianjur kampung saya  rusak parah   
kami sangat  prihatin dengan bencana di sumatra    emua orang indonesia   turut berduka 
tapi semakin banyak ke nten kreator yg memanfaatkan  kondisi ini untuk konten d ngan narasi yg hampir sama 
semoga dalam situasi ini harusnya sama  mendukung   jangan membuat narasi ini itu",Negative
@mhd-str-989,"​ @raka-u3q5v  Maaf Bang saya sudah pernah merantau keluar Pulau Jawa & itu emang bener kok kehidupan di Jawa gk sesulit diluar pulau dalam hal fasilitas, infrastruktur serta pra struktur.. Jauh..",1,2 bulan yang lalu,u q v  maaf bang saya sudah pernah merantau keluar pulau jawa   itu emang bener kok kehidupan di jawa gk sesulit diluar pulau dalam hal fasilitas  infrastruktur serta pra struktur   jauh,Neutral
@elgiverdianabdillah376,​ @raka-u3q5v Minimal mengalami tinggal disini dlu baru comment begini. Setidaknya pemerataan akses dan infrastruktur adanya benar seperti yang ferry irwandi katakan. Yang dibahas ga cuma perihal penanggulangan bencana pada konteksnya pas dia bahas itu.,1,2 bulan yang lalu,u q v minimal mengalami tinggal disini dlu baru comment begini  setidaknya pemerataan akses dan infrastruktur adanya benar seperti yang ferry irwandi katakan  yang dibahas ga cuma perihal penanggulangan bencana pada konteksnya pas dia bahas itu,Positive
@AmericanNinja-s9n,ANTI JAWA SENTRIS DAN PRIMORDIALISME SUKUISME AKUT!,1,2 bulan yang lalu,anti jawa sentris dan primordialisme sukuisme akut,Neutral
@raka-u3q5v,"​ @AmericanNinja-s9n iya ..gak tahu kenapa...tiap ada kesulitan pasti yg di jual narasi seperti itu...bukanya tidak simpatik dengan bencana...saya jadi ga orang Jawa barat..(cianjur)..tidak satu dua kali mengalami bencana gempa bumi...yg terakhir malah runtuh rumah saya...apa diistimewakan tentu tidak akses jalan kami yg berbukit"" pasti menyulitkan",2,2 bulan yang lalu,s n iya   gak tahu kenapa   tiap ada kesulitan pasti yg di jual narasi seperti itu   bukanya tidak simpatik dengan bencana   saya jadi ga orang jawa barat   cianjur   tidak satu dua kali mengalami bencana gempa bumi   yg terakhir malah runtuh rumah saya   apa diistimewakan tentu tidak akses jalan kami yg berbukit  pasti menyulitkan,Negative
@atengsurya4036,"Setelah Begini keadaannya baru Kita mengerti… maksud dn tujuannya OPM…knp hrs terjadi sesuatu dulu..baru Sadar akan kekurangan ketidakadilan…krn dlm Situation terpuruk..klw tdk Ada tindakan dr PUSAT Kalian berhak atas tanah kelahiran Semua…berpisah dr keserakahan.. Revolution..Not CORUPTION…Sumatra merdeka ,Bali merdeka..Sunda,sulawesi,merdekalah Kalian Semua dr ketidakadilan dn kekuasaan ..",1,2 bulan yang lalu,setelah begini keadaannya baru kita mengerti  maksud dn tujuannya opm knp hrs terjadi sesuatu dulu  baru sadar akan kekurangan ketidakadilan krn dlm situation terpuruk  klw tdk ada tindakan dr pusat kalian berhak atas tanah kelahiran semua berpisah dr keserakahan   revolution  not coruption sumatra merdeka  bali merdeka  sunda sulawesi merdekalah kalian semua dr ketidakadilan dn kekuasaan,Neutral
@anggisetya9643,"Gimana mau pulih bang... Selagi masih ada tikus2 berdasi yg masih berkutat di negeri ini... Saya kira bukan cuma TAMBANG yg jadi permasalahan LONGSOR... Tp adanya pembabatan POHON selama ini telah terjadi... Memang BANGSAT banget itu yg bermain

SAYA YAKIN 1000% ini ada orang pemerintahan yg BERMAIN.",1,2 bulan yang lalu,"gimana mau pulih bang    selagi masih ada tikus  berdasi yg masih berkutat di negeri ini    saya kira bukan cuma tambang yg jadi permasalahan longsor    tp adanya pembabatan pohon selama ini telah terjadi    memang bangsat banget itu yg bermain

saya yakin       ini ada orang pemerintahan yg bermain",Neutral
@mhdfikrian,"terimakasih karna sudah menyuarakan apa yang kami rasakan di sumatra barat bg ferry..
terlepas dari apa dan bagaimana bencana seperti ini dapat terjadi, yang saya harapkan cuma satu hal, pemerintah pusat setidaknya memberi perhatian lebih terhadap masyarakat yang terdampak bencana baik itu materil maupun tidak.. karna jujur sangat amat banyak sekali masyarakat disini seperti palembayan, malalak, matur dan masih banyak daerah lain yang berhasil survive dari bencana, tapi tidak berhasil bertahan karna terbatasnya bahan makanan yang ada dan keperluan dasar lainnya seperti pakaian dan obat2an..",1,2 bulan yang lalu,"terimakasih karna sudah menyuarakan apa yang kami rasakan di sumatra barat bg ferry  
terlepas dari apa dan bagaimana bencana seperti ini dapat terjadi  yang saya harapkan cuma satu hal  pemerintah pusat setidaknya memberi perhatian lebih terhadap masyarakat yang terdampak bencana baik itu materil maupun tidak   karna jujur sangat amat banyak sekali masyarakat disini seperti palembayan  malalak  matur dan masih banyak daerah lain yang berhasil survive dari bencana  tapi tidak berhasil bertahan karna terbatasnya bahan makanan yang ada dan keperluan dasar lainnya seperti pakaian dan obat an",Negative
@ack_attack,Pemerintah dan kamu sama saja. kebanyakan wacana nggedabrus,1,2 bulan yang lalu,pemerintah dan kamu sama saja  kebanyakan wacana nggedabrus,Neutral
@songofthestars3,​ @ack_attack dih buzzer,0,2 bulan yang lalu,dih buzzer,Neutral
@Dewichannel45,Kek mana mau pulih orng di ruksak terus bang😢😢,1,2 bulan yang lalu,kek mana mau pulih orng di ruksak terus bang,Positive
@anisawicaksono5994,"Pejabat Indonesia udahh ga pedulii sama negaranya, pokoknya yg penting cuaaaann,, cuaaaan, kalo negara bisa dijual pasti dijual sama mereka.. jabatan cm status untuk memudahkan mereka..😊",1,2 bulan yang lalu,pejabat indonesia udahh ga pedulii sama negaranya  pokoknya yg penting cuaaaann   cuaaaan  kalo negara bisa dijual pasti dijual sama mereka   jabatan cm status untuk memudahkan mereka,Neutral
@pendekarmalam3012,"sayangnya dananya buat MBG, sumatra tidak kebagian",1,2 bulan yang lalu,sayangnya dananya buat mbg  sumatra tidak kebagian,Negative
@MustofaKurniawan-l8x,"Badai tropis, senyar. Muncul di selat melaka, melintasi Sumatra utara, malaysia semenanjung, dan sekarang berada si perairan Serawak",1,2 bulan yang lalu,badai tropis  senyar  muncul di selat melaka  melintasi sumatra utara  malaysia semenanjung  dan sekarang berada si perairan serawak,Neutral
@pasuruan-x,​ @MustofaKurniawan-l8x iya saya tingal di Putrajaya dan banjir yg dimalasya tidak membawa kayu gelondongan.,0,2 bulan yang lalu,l x iya saya tingal di putrajaya dan banjir yg dimalasya tidak membawa kayu gelondongan,Negative
@wisanggeni1625,"Penyebab bencana alam itu adalah kotornya jiwa para penghuninya. Jangan hanya menuntut, tapi benahi akhlak yang sesuai dengan tuntunan agama. Sebab alam ada pemiliknya, alam ada penciptanya. Jangan hanya berlogika, tapi kaji juga secara spiritual.",1,2 bulan yang lalu,penyebab bencana alam itu adalah kotornya jiwa para penghuninya  jangan hanya menuntut  tapi benahi akhlak yang sesuai dengan tuntunan agama  sebab alam ada pemiliknya  alam ada penciptanya  jangan hanya berlogika  tapi kaji juga secara spiritual,Neutral
@adifmulyana3905,"Konteks llu ga nyambung. Bencana nasional bawa2 jawa… situ yang deforestasi, situ yang nanggung… jangan salahin sana sini…",1,2 bulan yang lalu (diedit),konteks llu ga nyambung  bencana nasional bawa  jawa  situ yang deforestasi  situ yang nanggung  jangan salahin sana sini,Neutral
@bukan_DPR,Sy lahir dan besar d sumatera bang. Memang nyata,1,2 bulan yang lalu,sy lahir dan besar d sumatera bang  memang nyata,Neutral
@andryanarinudin3832,Bang Ferry kalau masuk pemerintahan kira2 bisa konsisten gak...karena saya udah bosan lihat orang2 muda idealis begitu masuk pemerintahan malah ikutan jadi bandit.,1,2 bulan yang lalu,bang ferry kalau masuk pemerintahan kira  bisa konsisten gak   karena saya udah bosan lihat orang  muda idealis begitu masuk pemerintahan malah ikutan jadi bandit,Neutral
@Yulistri-vr8lv,"Presiden prabowo dlm dilema.
Pilih menyelamatkan rakyatnya yg di Sumatra dgn menetapkan ini bencana nasional dan menggelontorkan uang yg besar ke Sumatra atau menyelamatkan jokowi dgn bayar utang"" nya yg ribuan trilyun, khususnya utang woosh yg trilyunan tiap tahunnya.",1,2 bulan yang lalu,"presiden prabowo dlm dilema 
pilih menyelamatkan rakyatnya yg di sumatra dgn menetapkan ini bencana nasional dan menggelontorkan uang yg besar ke sumatra atau menyelamatkan jokowi dgn bayar utang  nya yg ribuan trilyun  khususnya utang woosh yg trilyunan tiap tahunnya",Neutral
@cillabaeung3854,"Mau optimis, tapi ini Indonesia.
Presiden hanya simbol politik",1,2 bulan yang lalu,"mau optimis  tapi ini indonesia 
presiden hanya simbol politik",Neutral
@Sekarangmnbhgbgh,Yg diperhatikan hanya kaum buruh yg gajinya naik tiap tahun. Umr naik tinggi tiap tahun ump juga sedangkan rakyat lainnya cuma bisa gigit jari. Harga2 naik😢 PHK dimana-mana😢😢,1,2 bulan yang lalu,yg diperhatikan hanya kaum buruh yg gajinya naik tiap tahun  umr naik tinggi tiap tahun ump juga sedangkan rakyat lainnya cuma bisa gigit jari  harga  naik  phk dimana mana,Neutral
@BatalyonPetrus,Sedang menunggu ulama wahabi lingkungan,0,2 bulan yang lalu,sedang menunggu ulama wahabi lingkungan,Neutral
@Staytogether14,Aamiin,0,2 bulan yang lalu,aamiin,Neutral
@wilhelmus9252,Bang Ferdy bahas tentang statement Prabowo tentang Deforestasi,0,2 bulan yang lalu,bang ferdy bahas tentang statement prabowo tentang deforestasi,Neutral
@Maximilianusanthonius,Gk bakalan bs pulih klo masyarakatnya gk pulih bro...,0,2 bulan yang lalu (diedit),gk bakalan bs pulih klo masyarakatnya gk pulih bro,Positive
@AlqornyAid,Aammin,0,2 bulan yang lalu,aammin,Neutral
@Canabskg796,"MARI BERGABUNG BERSAMA KAMI BARISAN RELAWAN PAK JOKOWI
MENDAPATKAN GAJI BULANAN DAN BEBAS DARI HUKUM NEGARA

APABILA MEMPUNYAI KAPASITAS KOMUNIKASI DAN BERARGUMENTASI BISA TAMPIL DI STASIUN TV NASIONAL UNTUK BERDEBAT DENGAN ROY SURYO DLL

JIKA BERMINAT SEGERA DM KE BANG ANDI.AZWAN68 SALAH SATU PENTOLAN RELAWAN  JOKOWI MANIA ""JOMAN""",0,2 bulan yang lalu,"mari bergabung bersama kami barisan relawan pak jokowi
mendapatkan gaji bulanan dan bebas dari hukum negara

apabila mempunyai kapasitas komunikasi dan berargumentasi bisa tampil di stasiun tv nasional untuk berdebat dengan roy suryo dll

jika berminat segera dm ke bang andi azwan   salah satu pentolan relawan  jokowi mania  joman",Negative
@pembasmi_hama99,Allhamdulilah bang gak ada yg di postingan bencana banjir aceh gaka da yg hujat karna banyak dosa dulu pas di ada di postingan saat banjir di jawa banyak kali yg hujat 😢 karna banyak dosa semoga teteap gak ada yg hujat 🤔 atau sekarang yg hujat lagi sedang berbenah dan tetap SEGERA PULIH SUMATRAKU  😢 salam dari jawa (berbicara dengan nada yg sangat lembut),0,2 bulan yang lalu (diedit),allhamdulilah bang gak ada yg di postingan bencana banjir aceh gaka da yg hujat karna banyak dosa dulu pas di ada di postingan saat banjir di jawa banyak kali yg hujat   karna banyak dosa semoga teteap gak ada yg hujat   atau sekarang yg hujat lagi sedang berbenah dan tetap segera pulih sumatraku    salam dari jawa  berbicara dengan nada yg sangat lembut,Negative
